imdb;year;budget;domgross;intgross;budget_2013;domgross_2013;intgross_2013;bechdel
tt0435623;2005;0,00045;0,000379418;0,000909061;0,000536865;0,000452658;0,00108454;0
tt0093779;1987;0,015;0,030857;0,030857;0,030755961;0,063269112;0,063269112;0
tt0114906;1995;0,0008;0,004198137;0,005034794;0,001223024;0,006418026;0,00769709;1
tt0112130;1995;0,028;0,038372662;0,120918508;0,042805825;0,058663337;0,184857731;1
tt0083929;1982;0,0045;0,02709288;0,02709288;0,010859706;0,06538238;0,06538238;0
tt1498569;2011;0,008;0,000163753;0,002818394;0,008285526;0,000169597;0,002918985;1
tt0411061;2007;0,03;0,016930884;0,032955399;0,033706305;0,019022584;0,037026824;0
tt0349416;2004;0,01;0,000070527;0,000070527;0,012331929;0,000086973;0,000086973;1
tt2140373;2013;0,035;0,082834332;0,100734332;0,035;0,082834332;0,100734332;1
tt1212436;2010;0,035;0,037490007;0,075281179;0,037388114;0,040048019;0,080417752;1
tt0277434;2002;0,07;0,078120196;0,114658262;0,090662545;0,101179654;0,148502998;1
tt1058017;2009;0,0185;0,018451251;0,032679264;0,020086035;0,020033106;0,035480909;0
tt0120877;1998;0,02;0,020268825;0,020268825;0,028582646;0,028966833;0,028966833;0
tt0356470;2004;0,019;0,051438175;0,070067909;0,023430665;0,063433191;0,086407246;1
tt0416496;2006;0,035;#VALUE!;0,0184;0,040452872;#VALUE!;0,021266653;1
tt0988045;2009;0,09;0,209028679;0,498438212;0,097715844;0,226949041;0,541170116;0
tt0093010;1987;0,014;0,156645693;0,3201;0,028705563;0,32118592;0,656332204;0
tt0315983;2003;0,0165;0,013005485;0,016157923;0,020890435;0,016466075;0,020457336;1
tt0187738;2002;0,054;0,081676888;0,154338601;0,069939678;0,105786208;0,199896148;0
tt0074512;1976;0,003;0,0132;0,0132;0,012275482;0,05401212;0,05401212;1
tt0448134;2007;0,04;0,00368856;0,03203061;0,044941739;0,004144258;0,035987783;0
tt1431181;2010;0,008;0,003205706;0,018505706;0,008545855;0,003424437;0,019768384;1
tt1540133;2011;0,006;0,005359774;0,015944629;0,006214145;0,005551069;0,016513705;0
tt0088939;1985;0,015;0,093589701;0,093589701;0,032475836;0,202626921;0,202626921;1
tt0425112;2007;0,016;0,023618786;0,081742618;0,017976696;0,026536733;0,091841386;0
tt1731141;2013;0,11;0,061737191;0,089737191;0,11;0,061737191;0,089737191;0
tt0082418;1981;0,00125;0,021722776;0,021722776;0,003202358;0,055651281;0,055651281;0
tt0180052;2002;0,1;0,004411102;0,007094995;0,129517922;0,005713168;0,00918929;0
tt0093389;1987;0,025;0,043984;0,043984;0,051259935;0,090184679;0,090184679;0
tt0452623;2007;0,019;0,020300218;0,034619699;0,021347326;0,022808178;0,038896737;1
tt0382932;2007;0,15;0,206445654;0,626549695;0,168531522;0,231950669;0,703955827;0
tt1684628;2011;0,0009;0,000454121;0,000454121;0,000932122;0,000470329;0,000470329;1
tt1017451;2010;0,0095;0,003573673;0,005278632;0,010148202;0,003817511;0,005638803;1
tt0406759;2008;0,012;0,031418697;0,056918697;0,012987076;0,034003083;0,061600619;1
tt0382625;2006;0,125;0,217536138;0,767820459;0,144474543;0,251427474;0,887444081;0
tt0120879;1998;0,009;0,001053788;0,004861972;0,012862191;0,001506002;0,006948401;0
tt1629705;2011;0,0045;0,000200558;0,001249765;0,004660609;0,000207716;0,00129437;0
tt2024432;2013;0,035;0,13450692;0,176269721;0,035;0,13450692;0,176269721;0
tt0077416;1978;0,015;0,05;0,05;0,05356059;0,178535299;0,178535299;0
tt0085549;1983;0,007;0,090463574;0,201463574;0,016375486;0,211626424;0,471294841;1
tt0808244;2008;0,014;0,002656784;0,012656784;0,015151588;0,002875321;0,013697884;1
tt1054606;2009;0,03;0,007689607;0,064352607;0,032571948;0,008348849;0,069869659;0
tt0095889;1988;0,0095;0,014114;0,014114;0,018711647;0,027799598;0,027799598;1
tt0086879;1984;0,018;0,051973029;0,051973029;0,040345992;0,116494634;0,116494634;1
tt0385752;2007;0,205;0,070107728;0,372234864;0,230326414;0,078769081;0,418222056;1
tt0102057;1991;0,07;0,119654823;0,300854823;0,119758826;0,204710301;0,514714575;0
tt1046997;2008;0,045;0,007916887;0,009110458;0,048701534;0,008568101;0,009859851;0
tt0443536;2005;0,0175;0,051386611;0,10984339;0,02087808;0,061305929;0,131046803;1
tt1152836;2009;0,1025;0,09710462;0,210379983;0,111287489;0,105429554;0,228416195;0
tt0327753;2002;0,00003;0,00007707;0,00007707;0,000038855;0,000099819;0,000099819;1
tt1588173;2013;0,03;0,066380662;0,11664361;0,03;0,066380662;0,11664361;0
tt0106677;1993;0,0069;0,007950889;0,007950889;0,011125966;0,012820482;0,012820482;1
tt0268126;2002;0,0185;0,02249852;0,02249852;0,023960815;0,029139615;0,029139615;0
tt0107614;1993;0,025;0,219195051;0,441286003;0,040311473;0,353443011;0,711555544;1
tt0119217;1997;0,01;0,138433435;0,225933435;0,014512381;0,200899879;0,327883215;0
tt1637688;2011;0,035;0,037553932;0,170064664;0,036249178;0,038894261;0,176134406;0
tt1772240;2011;0,005;0,017686929;0,026517819;0,005178454;0,018318189;0,027464261;0
tt1675192;2011;0,00475;0,001728953;0,003128953;0,004919531;0,001790661;0,003240628;1
tt0213203;2000;0,03;0,076501438;0,103284813;0,040587251;0,103499437;0,139734889;1
tt0287717;2002;0,038;0,085846296;0,119721296;0,04921681;0,111186338;0,155060534;1
tt0190138;2000;0,024;0,057262492;0,085527867;0,032469801;0,077470905;0,115711368;1
tt0977855;2010;0,05;0,011497497;0,026097497;0,053411592;0,012281992;0,027878177;1
tt1800741;2012;0,033;0,035074677;0,16555229;0,033483073;0,03558812;0,167975738;1
tt0319061;2003;0,07;0,066432867;0,123432867;0,088626087;0,084109786;0,156276743;0
tt0408306;2005;0,075;0,04737909;0,13027909;0,089477485;0,056524824;0,15542727;0
tt0903624;2012;0,25;0,303003568;1,014703568;0,253659641;0,307439106;1,029557373;0
tt0889573;2010;0,019;0,027758465;0,049858465;0,020296405;0,029652476;0,0532604;0
tt0393162;2005;0,045;0,067264877;0,076669806;0,053686491;0,080249227;0,091469619;1
tt0451094;2005;0,0045;0,000211667;0,023471871;0,005368649;0,000252526;0,02800272;1
tt0454921;2006;0,055;0,162586036;0,307325633;0,063568799;0,187916346;0,355205844;0
tt0115759;1996;0,065;0,070645997;0,148345997;0,09653572;0,104920957;0,220318272;0
tt0780622;2007;0,002;0,000347578;0,002350641;0,002247087;0,000390519;0,002641047;0
tt0289765;2002;0,078;0,09295542;0,20645542;0,101023979;0,120393928;0,267396769;0
tt1440292;2010;0,0019;0,000467602;0,004581937;0,002029641;0,000499507;0,004894571;0
tt0938330;2012;0,02;0,017530219;0,047944599;0,020292771;0,017786836;0,048646439;1
tt1038686;2010;0,026;0,04016808;0,068854097;0,027774028;0,042908822;0,073552139;1
tt0177789;1999;0,045;0,071423726;0,090523726;0,062930791;0,099883369;0,126593993;0
tt0303933;2002;0,02;0,056398162;0,056398162;0,025903584;0,073045727;0,073045727;0
tt0120321;1998;0,002;0,0067193;0,007756617;0,002858265;0,009602769;0,011085232;1
tt0478311;2007;0,0275;0,148761765;0,21915449;0,030897446;0,167140312;0,246229599;1
tt0892318;2010;0,03;0,053032453;0,079135982;0,032046955;0,056650955;0,084535576;0
tt0959337;2008;0,045;0,02291148;0,07956496;0,048701534;0,024796094;0,08610968;1
tt0133240;2002;0,1;0,038120554;0,0918;0,129517922;0,049372949;0,118897452;0
tt0120601;1999;0,013;0,022858926;0,032382381;0,018180006;0,03196734;0,04528553;1
tt1798709;2013;0,023;0,025000178;0,033029713;0,023;0,025000178;0,033029713;0
tt0804497;2010;0,008;0,006363628;0,006628326;0,008545855;0,00679783;0,007080589;0
tt0183523;2000;0,09;0,060874615;0,106;0,121761754;0,082357777;0,143408288;0
tt0375568;2009;0,065;0,019551067;0,044093014;0,070572554;0,021227211;0,047873178;0
tt1186830;2009;0,07;0,000619423;0,038992292;0,076001212;0,000672527;0,042335163;0
tt0101414;1991;0,02;0,218951625;0,451421625;0,034216807;0,374591278;0,772310338;1
tt0947810;2010;0,1;0,035497337;0,09752302;0,106823184;0,037919386;0,104177195;0
tt0102975;1991;0,027;0,074888996;0,0969;0,04619269;0,128123117;0,165780431;0
tt0384537;2006;0,05;0,046982632;0,099982632;0,057789817;0,054302354;0,115559561;1
tt0133093;1999;0,065;0,17147993;0,46027993;0,090900032;0,239808171;0,643684004;1
tt1454468;2013;0,11;0,271814796;0,708714796;0,11;0,271814796;0,708714796;0
tt0274558;2002;0,025;0,041675994;0,097030468;0,03237948;0,053977881;0,125671845;1
tt1572315;2013;0,02;0,034341945;0,039093317;0,02;0,034341945;0,039093317;1
tt0120647;1998;0,08;0,140464664;0,349464664;0,114330585;0,20074259;0,499431243;1
tt1234548;2009;0,024;0,032428195;0,067348218;0,026057558;0,035208316;0,073122088;0
tt1454029;2011;0,025;0,169705587;0,213120004;0,02589227;0,175762513;0,220726425;1
tt1951261;2013;0,103;0,112200072;0,362000072;0,103;0,112200072;0,362000072;0
tt0199725;2000;0,015;0,027441122;0,027709625;0,020293626;0,037125324;0,037488584;1
tt0181689;2002;0,102;0,132024714;0,358824714;0,13210828;0,170995666;0,464742312;0
tt0896923;2009;0,0083;0,000493296;0,001353296;0,009011572;0,000535587;0,001469316;1
tt0337563;2004;0,03;0,057139723;0,096439723;0,036995786;0,070464299;0,118928779;1
tt0092644;1987;0,02;0,153665036;0,276665036;0,041007948;0,315074388;0,567273267;0
tt0116260;1996;0,02;0,0267927;0,0267927;0,029703299;0,039791578;0,039791578;1
tt0102798;1991;0,05;0,165493908;0,3905;0,085542018;0,283133658;0,668083163;0
tt0810784;2009;0,0085;0,004444637;0,01726068;0,009228719;0,004825683;0,018740466;1
tt0311289;2003;0,02;0,067383924;0,072383924;0,025321739;0,085313907;0,091644342;0
tt1185836;2009;0,0032;0,002277396;0,00282859;0,003474341;0,002472641;0,00307109;0
tt0118571;1997;0,085;0,172956409;0,315268353;0,123355241;0,251000935;0,457529453;0
tt0878835;2010;0,003;0,004033574;0,004570178;0,003204696;0,004308792;0,00488201;1
tt0124819;1997;0,001;0,000582024;0,000627287;0,001451238;0,000844655;0,000910343;0
tt0410097;2005;0,0028;0,022202809;0,023563727;0,003340493;0,026488687;0,028112307;0
tt0970411;2008;0,038;0,007871693;0,011817059;0,04112574;0,008519189;0,012789087;1
tt0889583;2009;0,042;0,06005453;0,130788243;0,045600727;0,065203101;0,142000928;0
tt0251127;2003;0,05;0,10580752;0,177079973;0,063304348;0,133961521;0,224198644;0
tt0111161;1994;0,025;0,028241469;0,028241469;0,039291617;0,04438612;0,04438612;0
tt0238546;2002;0,035;0,030307804;0,030307804;0,045331273;0,039254038;0,039254038;1
tt1001526;2010;0,13;0,148415853;0,321887208;0,138870139;0,15854254;0,343850165;0
tt0092005;1986;0,008;0,052287414;0,052287414;0,016990118;0,111046165;0,111046165;0
tt0265343;2001;0,0012;0,013876974;0,0270256;0,001579015;0,01825996;0,035561527;1
tt1371111;2012;0,102;0,027108272;0,126018564;0,103493134;0,027505098;0,127863295;1
tt0461770;2007;0,085;0,127706877;0,340384141;0,095501196;0,143484229;0,382436383;1
tt0308644;2004;0,025;0,051676606;0,115036108;0,030829822;0,063727222;0,141861709;1
tt0465538;2007;0,0215;0,049033882;0,092987651;0,024156185;0,055091699;0,104475669;0
tt0453562;2013;0,04;0,095020213;0,095020213;0,04;0,095020213;0,095020213;0
tt0106308;1992;0,011;0,011502976;0,021502976;0,01826382;0,019098934;0,035702407;0
tt0104868;1992;0,01;0,050752337;0,050752337;0,016603472;0,084266502;0,084266502;0
tt0887912;2008;0,015;0,017017811;0,049894223;0,016233845;0,018417633;0,053998338;0
tt0072431;1974;0,0028;0,0863;0,0863;0,013226433;0,407657562;0,407657562;0
tt0258000;2002;0,048;0,095308367;0,196308367;0,062168602;0,123441416;0,254254517;1
tt0324133;2003;0,0078;0,010130108;0,022441323;0,009875478;0,012825598;0,028412666;1
tt1788391;2011;0,0008;0,000029063;0,000462206;0,000828553;0,0000301;0,000478703;0
tt0114746;1995;0,029;0,057141459;0,168841459;0,044334604;0,087356689;0,258121354;0
tt1083456;2009;0,02;0,017231291;0,01860857;0,021714632;0,018708557;0,020203912;0
tt0498399;2007;0,028;0,028563179;0,055307857;0,031459218;0,032091974;0,062140782;0
tt1014759;2010;0,2;0,33419111;1,02439111;0,213646368;0,356993585;1,094287202;1
tt1415283;2010;0,035;0,029197642;0,097799865;0,037388114;0,031189851;0,10447293;1
tt0120108;1998;0,02;0,001903434;0,005313608;0,028582646;0,002720259;0,007593849;0
tt0422720;2006;0,04;0,015962471;0,060862471;0,046231854;0,018449366;0,070344622;1
tt0098519;1989;0,018;0,007190505;0,007190505;0,033832599;0,013515193;0,013515193;1
tt0112471;1995;0,0025;0,005274005;0,005274005;0,003821949;0,008062791;0,008062791;0
tt0452594;2006;0,052;0,118806699;0,202944203;0,06010141;0,137316349;0,234562168;0
tt420238;2008;0,06;0,050877145;0,090482317;0,064935379;0,055062111;0,097925059;1
tt0433362;2009;0,02;0,030101577;0,051401577;0,021714632;0,032682233;0,055808316;0
tt0100802;1990;0,125;0,058877969;0,198615996;0,222871925;0,10497797;0,354127435;0
tt0074486;1977;0,0001;0,007;0,007;0,000384315;0,026902024;0,026902024;0
tt0278500;2002;0,015;0,008378141;0,008378141;0,019427688;0,010851194;0,010851194;1
tt1853728;2012;0,1;0,162805434;0,425373688;0,101463857;0,165188672;0,431600549;0
tt0114898;1995;0,175;0,08824622;0,26424622;0,267536405;0,134909008;0,403974193;0
tt0139239;1999;0,0065;0,016875273;0,028383441;0,009090003;0,023599429;0,039693164;1
tt0816442;2013;0,019;0,021345525;0,062045525;0,019;0,021345525;0,062045525;1
tt0119114;1997;0,04;0,042071069;0,050071069;0,058049525;0,061055139;0,072665044;1
tt0790736;2013;0,13;0,033618855;0,079019947;0,13;0,033618855;0,079019947;0
tt0073486;1975;0,0044;0,108981275;0,108981275;0,019043641;0,471681892;0,471681892;0
tt0111503;1994;0,1;0,146282411;0,3653;0,15716647;0,229906901;0,574129115;0
tt0119396;1997;0,012;0,039673162;0,074727492;0,017414858;0,057575205;0,108447385;1
tt0388795;2005;0,0139;0,083043761;0,174097801;0,01658316;0,099073958;0,207704444;0
tt0266543;2003;0,094;0,38052937;0,906465556;0,119012174;0,481783272;1,147664217;0
tt1245526;2010;0,06;0,090380162;0,196439693;0,06409391;0,096546967;0,209843135;0
tt0454848;2006;0,05;0,088634237;0,184634237;0,057789817;0,102443127;0,213399577;0
tt1499658;2011;0,035;0,117538559;0,214538559;0,036249178;0,121733603;0,222195609;1
tt0157503;1999;0,01;0,010571408;0,010571408;0,01398462;0,014783713;0,014783713;1
tt0120591;1998;0,14;0,201578182;0,5546;0,200078524;0,288081893;0,792596781;0
tt0362270;2004;0,05;0,024006726;0,034806726;0,061659644;0,029604924;0,042923407;0
tt0107048;1993;0,0146;0,070906973;0,070906973;0,0235419;0,11433458;0,11433458;0
tt1078588;2009;0,0275;0,04920023;0,096673002;0,029857619;0,053418244;0,104960933;1
tt0190865;2000;0,075;0,06847336;0,2135;0,101468129;0,092638183;0,288845939;0
tt1022603;2009;0,0075;0,032391374;0,06080321;0,008142987;0,035168338;0,066015966;0
tt1862079;2012;0,00075;0,004010957;0,004413188;0,000760979;0,004069672;0,004477791;1
tt0876563;2008;0,034;0,015090399;0,205312666;0,036796715;0,01633168;0,222200929;1
tt0275847;2002;0,08;0,145771527;0,2458;0,103614337;0,188800252;0,318355051;1
tt0327056;2003;0,03;0,090135191;0,156835191;0,037982609;0,11411899;0,19856699;1
tt0167404;1999;0,04;0,293506292;0,672806292;0,055938481;0,410457404;0,940894052;0
tt0118829;1997;0,032;0,003588602;0,003588602;0,04643962;0,005207916;0,005207916;1
tt0095953;1988;0,025;0,172825435;0,4128;0,049241175;0,340405101;0,813070285;0
tt0322330;2003;0,026;0,110222438;0,160822438;0,032918261;0,139551191;0,203615191;1
tt0118880;1997;0,08;0,101117573;0,224117573;0,11609905;0,146745677;0,325247966;0
tt0405422;2005;0,026;0,109449237;0,177360047;0,031018861;0,130576566;0,211596412;0
tt0132347;1999;0,068;0,029762011;0,033462011;0,095095418;0,041621042;0,046795352;0
tt0091763;1986;0,006;0,137963328;0,137963328;0,012742588;0,293001649;0,293001649;0
tt1059786;2008;0,08;0,101440743;0,178066569;0,086580505;0,109784884;0,192713668;0
tt0120201;1997;0,1;0,054768952;0,1211;0,145123812;0,079482791;0,175744937;1
tt0486822;2007;0,02;0,080209692;0,117573043;0,02247087;0,090119077;0,132098426;1
tt0247638;2001;0,03;0,108244774;0,165334774;0,039475379;0,142433448;0,217555094;1
tt0462538;2007;0,0725;0,183135014;0,527071022;0,081456903;0,205760152;0,592187212;1
tt0865556;2008;0,055;0,05207527;0,12907527;0,059524097;0,05635879;0,139692526;0
tt2334879;2013;0,15;0,073103784;0,205440387;0,15;0,073103784;0,205440387;0
tt0095687;1988;0,016;0,013854;0,013854;0,031514352;0,02728749;0,02728749;1
tt1723121;2013;0,037;0,150394119;0,270000119;0,037;0,150394119;0,270000119;1
tt0077631;1978;0,006;0,18181377;0,38751377;0,021424236;0,649203517;1,383697739;1
tt0981227;2008;0,01;0,031487293;0,033544594;0,010822563;0,034077322;0,036303849;1
tt0244000;2001;0,035;0,013264986;0,013264986;0,046054609;0,017454678;0,017454678;0
tt0402399;2005;0,03;0,012712093;0,0261844;0,035790994;0,015165948;0,031238857;0
tt0120800;1998;0,04;0,0227725;0,0381725;0,057165293;0,032544916;0,054553553;1
tt0477139;2006;0,001;0,000446165;0,000460136;0,001155796;0,000515676;0,000531824;0
tt0139134;1999;0,011;0,038230075;0,075803716;0,015383082;0,053463308;0,106008618;1
tt0120738;1998;0,08;0,069117629;0,136047317;0,114330585;0,098778237;0,194429617;1
tt0367594;2005;0,15;0,206459076;0,474459076;0,178954969;0,246312517;0,566045396;1
tt0151568;1999;0,02;0,006201757;0,006201757;0,027969241;0,008672922;0,008672922;1
tt0082495;1981;0,0025;0,025533818;0,025533818;0,006404716;0,065414737;0,065414737;1
tt0473705;2009;0,06;0,037017955;0,091445389;0,065143896;0,040191563;0,099285148;1
tt1531663;2010;0,005;0,002712131;0,002712131;0,005341159;0,002897185;0,002897185;0
tt0103247;1991;0,014;0,034729091;0,034729091;0,023951765;0,059415931;0,059415931;0
tt0098206;1989;0,01;0,030050028;0,030050028;0,018795888;0,056481697;0,056481697;0
tt0410377;2008;0,037;0,048006762;0,094081683;0,040043484;0,051955621;0,101820495;1
tt0258068;2002;0,02;0,012987647;0,026348203;0,025903584;0,01682133;0,034125645;0
tt0072308;1974;0,00014;0,026572439;0,026572439;0,000661322;0,125520924;0,125520924;0
tt0120685;1998;0,125;0,136314294;0,376;0,178641539;0,194811162;0,53735375;0
tt1720182;2011;0,001;0,005355847;0,005355847;0,001035691;0,005547001;0,005547001;1
tt0287978;2003;0,08;0,102543518;0,182782518;0,101286957;0,129829011;0,231418562;0
tt0092099;1986;0,015;0,179800601;0,356800601;0,031856471;0,381854174;0,75776053;0
tt1403981;2010;0,016;0,01906824;0,05650612;0,017091709;0,020369301;0,060361637;1
tt1457767;2013;0,02;0,137400141;0,318000141;0,02;0,137400141;0,318000141;1
tt0187078;2000;0,1033;0,101643008;0,232643008;0,139755436;0,137513677;0,314744675;0
tt0120891;1999;0,175;0,113805681;0,221229335;0,244730855;0,159152923;0,309380824;0
tt0758794;2006;0,065;0,043545364;0,043545364;0,075126763;0,050329573;0,050329573;0
tt0345074;2004;0,02;0,008047525;0,008047525;0,024663858;0,009924151;0,009924151;1
tt1478338;2011;0,0325;0,169106725;0,289263136;0,033659951;0,175142277;0,299587165;1
tt1132620;2009;0,09;0,102515793;0,233170238;0,097715844;0,111304636;0,253160295;0
tt0099582;1990;0,026;0,061308153;0,061308153;0,04635736;0,109310929;0,109310929;1
tt0439289;2006;0,012;0,00686;0,008706701;0,013869556;0,007928763;0,010063173;1
tt0200465;2008;0,02;0,03006066;0,066143005;0,021645126;0,032533339;0,071583685;1
tt0129167;1999;0,05;0,023159305;0,031333917;0,069923101;0,032387409;0,043819293;0
tt0119698;1997;0,02;0,002374107;0,15035;0,029024763;0,003445395;0,218193652;1
tt0374536;2005;0,08;0,063313159;0,131159306;0,09544265;0,075534696;0,156477397;1
tt1385826;2011;0,0502;0,062495645;0,127793502;0,051991677;0,064726164;0,132354553;0
tt0808417;2007;0,0073;0,004443403;0,022742498;0,008201867;0,004992356;0,025552185;1
tt0094947;1988;0,014;0,0347;0,0347;0,027575058;0,068346751;0,068346751;1
tt0397101;2005;0,04;0,047907715;0,092256918;0,047721325;0,057155491;0,11006556;1
tt0119137;1997;0,08;0,092993801;0,177993801;0,11609905;0,134956149;0,25831139;0
tt0381707;2004;0,02;0,069148997;0,111448997;0,024663858;0,085274051;0,137438109;1
tt0465494;2007;0,0175;0,039687694;0,099965792;0,019662011;0,04459085;0,112315914;0
tt1204342;2011;0,045;0,088625922;0,160971922;0,046606085;0,091789051;0,166717137;0
tt0327137;2003;0,03;0,042070939;0,047902566;0,037982609;0,053265467;0,060648814;0
tt0243155;2001;0,025;0,071500556;0,281527158;0,032896149;0,094083718;0,370446373;1
tt0234215;2003;0,127;0,281553689;0,738576929;0,160793043;0,356471453;0,935102616;1
tt0073195;1975;0,012;0,26;0,4707;0,051937204;1,125306085;2,037236823;0
tt0425430;2007;0,016;0,035374833;0,053774833;0,017976696;0,039745163;0,060418363;1
tt1564585;2010;0,01;0,021416355;0,078693371;0,010682318;0,022877632;0,084062765;0
tt1155056;2009;0,04;0,071440011;0,091729503;0,043429264;0,077564677;0,09959362;0
tt0494652;2008;0,0275;0,042436517;0,043607627;0,029762049;0,045927188;0,04719463;0
tt0407887;2006;0,09;0,133311;0,290539042;0,104021671;0,154080367;0,335803963;0
tt0320661;2005;0,11;0,047398413;0,218853353;0,131233644;0,056547877;0,261099301;0
tt0433386;2006;0,02;0,039143839;0,070743839;0,023115927;0,045242306;0,081765471;1
tt0074958;1976;0,0038;0,023689877;0,023689877;0,015548943;0,096934884;0,096934884;1
tt0119345;1997;0,017;0,072250091;0,125250091;0,024671048;0,104852087;0,181767707;1
tt0316654;2004;0,2;0,373524485;0,783705001;0,246638575;0,460627734;0,966459425;0
tt0433035;2011;0,11;0,085463309;0,293237309;0,113925987;0,088513562;0,303703179;0
tt0119361;1997;0,000025;0,002883661;0,002883661;0,000036281;0,004184879;0,004184879;0
tt0111255;1994;0,045;0,057362581;0,057362581;0,070724911;0,090154744;0,090154744;0
tt0198781;2001;0,115;0,289423425;0,559757719;0,151322285;0,380836644;0,736554932;0
tt1253864;2011;0,075;0,083504017;0,211562435;0,077676809;0,086484341;0,219113265;0
tt2106476;2012;0,00345;0,000687185;0,000687185;0,003500503;0,000697244;0,000697244;0
tt1231587;2010;0,036;0,050269859;0,063209958;0,038456346;0,053699864;0,06752289;0
tt0096320;1988;0,015;0,111936388;0,2166;0,029544705;0,220475172;0,426625542;0
tt0126886;1999;0,0085;0,014943582;0,017202854;0,011886927;0,020898032;0,024057538;1
tt1623205;2013;0,2;0,234770996;0,489570996;0,2;0,234770996;0,489570996;1
tt0448157;2008;0,15;0,227946274;0,624346274;0,162338447;0,246696294;0,675702695;0
tt0460989;2006;0,0083;0,001829142;0,025670174;0,00959311;0,002114116;0,029669493;0
tt2364841;2013;0,03;0,019316646;0,062616646;0,03;0,019316646;0,062616646;0
tt1649419;2012;0,04;0,019019882;0,169590606;0,040585543;0,019298306;0,172073169;0
tt1465522;2010;0,005;0,000223838;0,005476793;0,005341159;0,000239111;0,005850485;1
tt1412386;2011;0,01;0,046383639;0,134729347;0,010356908;0,048039108;0,139537943;1
tt0116477;1996;0,002;0,001577287;0,002419669;0,00297033;0,002342531;0,003593608;0
tt0382077;2005;0,025;0,051100486;0,123100486;0,029825828;0,060964573;0,146862958;1
tt0323944;2003;0,006;0,002207975;0,002932719;0,007596522;0,002795488;0,003713077;0
tt0098724;1989;0,0012;0,024741667;0,036741667;0,002255507;0,046504161;0,069059227;0
tt0094074;1987;0,017;0,011227824;0,011227824;0,034856756;0,023021501;0,023021501;1
tt0357110;2005;0,0015;0,000712294;0,001126258;0,00178955;0,00084979;0,001343663;1
tt0443295;2005;0,045;0,053359917;0,072359917;0,053686491;0,063660149;0,086327778;1
tt0338188;2003;0,065;0,026900336;0,038253433;0,082295652;0,034058165;0,048432173;1
tt0293508;2004;0,055;0,051225796;0,158225796;0,067825608;0,063171287;0,195122925;0
tt1735898;2012;0,17;0,155136755;0,4009112;0,172488556;0,157407735;0,406779965;1
tt1874789;2012;0,00006;0,000004917;0,000004917;0,000060878;0,000004989;0,000004989;0
tt0290879;2001;0,009;0,000454255;0,000454255;0,011842614;0,00059773;0,00059773;1
tt1259521;2011;0,03;0,042073277;0,070768144;0,031070724;0,043574905;0,073293915;0
tt0423977;2007;0,012;0,003950294;0,005295909;0,013482522;0,004438327;0,005950184;0
tt1068242;2011;0,024;0,051802742;0,063412773;0,024856579;0,053651623;0,065676025;1
tt1527186;2011;0,0094;0,003030848;0,018044073;0,009735493;0,003139021;0,01868808;1
tt1013743;2010;0,117;0,076423035;0,262142047;0,124983125;0,081637519;0,280028482;0
tt0780536;2008;0,015;0,007800825;0,034533783;0,016233845;0,008442492;0,037374405;0
tt0112462;1995;0,1;0,184031112;0,336529144;0,152877946;0,281342983;0,514478842;0
tt0480255;2010;0,025;0,023591432;0,026714018;0,026705796;0,025201119;0,028536765;0
tt0263488;2001;0,01;0,037904175;0,058939035;0,01315846;0,049876055;0,077554691;1
tt0315733;2003;0,02;0,016248701;0,059667625;0,025321739;0,020572268;0,075544402;0
tt0116931;1996;0,00025;0,000212285;0,000743216;0,000371291;0,000315278;0,001103798;1
tt0775489;2010;0,0165;0,039868642;0,083792062;0,017625825;0,042588953;0,089509349;0
tt1449283;2011;0,03;0,026692846;0,050145607;0,031070724;0,027645535;0,051935343;0
tt0080716;1980;0,018;0,02245551;0,077956957;0,050899822;0,06349897;0,220444178;1
tt1270761;2010;0,025;0,024046682;0,031551048;0,026705796;0,025687431;0,033703834;1
tt0350258;2004;0,04;0,075305995;0,124823094;0,049327715;0,092866817;0,15393095;0
tt0343660;2004;0,075;0,120776832;0,196324496;0,092489466;0,148941129;0,24210597;0
tt0221218;2001;0,022;0,017951431;0,022861785;0,028948611;0,023621318;0,030082587;1
tt0160399;2001;0,04;0,006114237;0,006114237;0,052633838;0,008045394;0,008045394;0
tt0115856;1996;0,0003;0,001652472;0,002525984;0,000445549;0,002454193;0,003751503;1
tt2191701;2013;0,08;0,133668525;0,247023808;0,08;0,133668525;0,247023808;0
tt0257001;2000;0,03;0,043746923;0,133946923;0,040587251;0,059185579;0,181217915;0
tt1201607;2011;0,125;0,381011219;1,328111219;0,129461348;0,394609809;1,375512553;0
tt0366780;2005;0,004;0,000864959;0,000963224;0,004772133;0,001031925;0,001149158;1
tt0219699;2000;0,01;0,012008642;0,044567606;0,013529084;0,016246592;0,060295888;0
tt0455407;2010;0,019;0,039123589;0,05495614;0,020296405;0,041793064;0,058705899;1
tt0400497;2005;0,05;0,066010682;0,144110682;0,059651656;0,07875293;0,171928818;1
tt0403702;2009;0,018;0,015285588;0,019685588;0,019543169;0,016596046;0,021373265;0
tt0099423;1990;0,07;0,117323878;0,239814025;0,124808278;0,209185588;0,427582507;0
tt1013752;2009;0,085;0,155064265;0,363064265;0,092287186;0,168358172;0,394190344;0
tt1723811;2011;0,0065;0,004002293;0,010781688;0,00673199;0,004145138;0,011166495;0
tt0830515;2008;0,23;0,169368427;0,591692078;0,248918952;0,183300049;0,640362486;0
